lake,station,date,depth,species.code,species,density.cells.l,biomass.mg.m3,length.um,width.um,cell.volume.um3,group
Conestogo,cle,2017-07-05,2,P2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,39683,0.74,21,1.5,18.6,Chlorophyte
Conestogo,cle,2017-07-05,2,P2154,Coelastrum microporum Naegeli,1000,2.68,0,0,2680,Chlorophyte
Conestogo,cle,2017-07-05,2,P2157,Kichnerella lunaris (Kirchn.) Moeb.,119049,1.58,7,2.2,13.3,Chlorophyte
Conestogo,cle,2017-07-05,2,P2174,Closterium sp.,6000,2.98,79,4,496.4,Chlorophyte
Conestogo,cle,2017-07-05,2,P2193,Staurodesmus paradoxum Meyen,2000,3.57,22.6,20,1782.9,Chlorophyte
Conestogo,cle,2017-07-05,2,P2204,Ankyra judai (G.M. Smith) Fott,119049,8.65,17,3.3,72.7,Chlorophyte
Conestogo,cle,2017-07-05,2,P2235,Ankistrodesmus spiralis Lemmermann,317464,15.46,31,2,48.7,Chlorophyte
Conestogo,cle,2017-07-05,2,P4351,Small chrysophyceae,1230173,11.32,2.6,2.6,9.2,Chrysophyte
Conestogo,cle,2017-07-05,2,P4352,Large chrysophyceae,79366,14.25,7,7,179.6,Chrysophyte
Conestogo,cle,2017-07-05,2,P4357,Chrysococcus sp.,1349222,83.11,4.9,4.9,61.6,Chrysophyte
Conestogo,cle,2017-07-05,2,P4363,Spiniferomonas sirrata***************,79366,6.19,5.3,5.3,78,Chrysophyte
Conestogo,cle,2017-07-05,2,P4368,Mallomonas crassisquama (Asmund) Fott,4000,4.17,19.9,10,1042,Chrysophyte
Conestogo,cle,2017-07-05,2,P4370,Mallomonas akrokomos Asmund and Kristiansen,79366,16.62,16,5,209.4,Chrysophyte
Conestogo,cle,2017-07-05,2,P4388,Dinobryon sertularia Ehrenberg,79366,17.95,12,6,226.2,Chrysophyte
Conestogo,cle,2017-07-05,2,P4388,Dinobryon sertularia Ehrenberg,2000,3.98,0,0,1991,Chrysophyte
Conestogo,cle,2017-07-05,2,P4398,Ochromonas globosa Skuja,3134957,450.81,6.5,6.5,143.8,Chrysophyte
Conestogo,cle,2017-07-05,2,P4415,Bicoeca lacustris Clark,119049,2.9,3.6,3.6,24.4,Chrysophyte
Conestogo,cle,2017-07-05,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,714294,21.43,5.6,3.2,30,Chrysophyte
Conestogo,cle,2017-07-05,2,P5507,Cyclotella stelligera Cleve and Grunow,16000,29.09,10.5,21,1818.4,Diatom
Conestogo,cle,2017-07-05,2,P5508,Cyclotella pseudostelligera,3968300,876.6,5.2,10.4,220.9,Diatom
Conestogo,cle,2017-07-05,2,P5515,Fragilaria crotonensis Kitton,124000,32.2,62,4,259.7,Diatom
Conestogo,cle,2017-07-05,2,P5524,Asterionella formosa Hassall,76000,6.37,80,2,83.8,Diatom
Conestogo,cle,2017-07-05,2,P5530,Stephanodiscus niagarae Ehrenberg,98000,1529.9,21.5,43,15611.2,Diatom
Conestogo,cle,2017-07-05,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,2000,32.98,441,6.9,16490.2,Diatom
Conestogo,cle,2017-07-05,2,P5551,Cyclotella michiganiana Skvortzow,2777810,72.22,2.55,5.1,26,Diatom
Conestogo,cle,2017-07-05,2,P6554,Rhodomonas minuta Skuja,1984150,238.89,11,5.6,120.4,Cryptophyte
Conestogo,cle,2017-07-05,2,P6558,Cryptomonas erosa Ehrenberg,72000,121.18,24.6,14,1683.1,Cryptophyte
Conestogo,cle,2017-07-05,2,P6562,Cryptomonas reflexa (Marsson) Skuja,2000,1.77,21,11,887,Cryptophyte
Conestogo,cle,2017-07-05,2,P6568,Katablepharis ovalis Skuja,2738127,182.09,9.1,4.6,66.5,Cryptophyte
Conestogo,cle,2017-07-05,2,P7632,Gymnodinium sp.,10000,94.17,26.2,26.2,9416.8,Dinoflagellate
Conestogo,cle,2017-07-05,2,P7640,Peridinium goslaviense Woloszynska,5000,167.55,40,40,33510.3,Dinoflagellate
Conestogo,cle,2017-07-05,2,P7644,Ceratium hirundenella (Muller) Schrank,26000,1350.47,62,40,51941,Dinoflagellate
Conestogo,cle,2017-07-11,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,585000,2008.13,260,4.1,3432.7,Cyanophyte
Conestogo,cle,2017-07-11,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,4000,10.9,0,0,2725,Cyanophyte
Conestogo,cle,2017-07-11,2,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,5000,13.69,136,6.2,2737.3,Cyanophyte
Conestogo,cle,2017-07-11,2,P1204,Heterocycts (Anabaena flos-aquae),5000,0.65,6.3,6.3,130.9,Cyanophyte
Conestogo,cle,2017-07-11,2,P1205,Heterocycts (Aphanizomenon flos-aquae),116000,8.54,7.6,4.3,73.6,Cyanophyte
Conestogo,cle,2017-07-11,2,P1210,Anabaena Akinetes,1000,0.26,14,6,263.9,Cyanophyte
Conestogo,cle,2017-07-11,2,P1211,Aphanizomenon Akinetes,7000,1.85,30,4.1,264.1,Cyanophyte
Conestogo,cle,2017-07-11,2,P2113,Pediastrum duplex Meyen,1000,2.73,0,0,2725,Chlorophyte
Conestogo,cle,2017-07-11,2,P2126,Chodatella sp.,39683,2,6,4,50.3,Chlorophyte
Conestogo,cle,2017-07-11,2,P2130,Scenedesmus quadricauda (Turp.) Brebisson,4000,0.23,8.9,4.3,57.4,Chlorophyte
Conestogo,cle,2017-07-11,2,P2204,Ankyra judai (G.M. Smith) Fott,79366,6.13,17,3.4,77.2,Chlorophyte
Conestogo,cle,2017-07-11,2,P3301,Euglena acus Ehrenberg,1000,5.13,96,10.1,5127.6,Euglenophyte
Conestogo,cle,2017-07-11,2,P4351,Small chrysophyceae,555562,7.11,2.9,2.9,12.8,Chrysophyte
Conestogo,cle,2017-07-11,2,P4352,Large chrysophyceae,39683,7.13,7,7,179.6,Chrysophyte
Conestogo,cle,2017-07-11,2,P4357,Chrysococcus sp.,158732,8.1,4.6,4.6,51,Chrysophyte
Conestogo,cle,2017-07-11,2,P4398,Ochromonas globosa Skuja,277781,38.14,6.4,6.4,137.3,Chrysophyte
Conestogo,cle,2017-07-11,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,238098,7.19,6,3.1,30.2,Chrysophyte
Conestogo,cle,2017-07-11,2,P5507,Cyclotella stelligera Cleve and Grunow,2000,3.14,10,20,1570.8,Diatom
Conestogo,cle,2017-07-11,2,P5508,Cyclotella pseudostelligera,317464,66.16,5.1,10.2,208.4,Diatom
Conestogo,cle,2017-07-11,2,P5515,Fragilaria crotonensis Kitton,1000,0.3,71,4,297.4,Diatom
Conestogo,cle,2017-07-11,2,P5524,Asterionella formosa Hassall,278000,23.88,82,2,85.9,Diatom
Conestogo,cle,2017-07-11,2,P5530,Stephanodiscus niagarae Ehrenberg,36000,546.46,21.3,42.6,15179.5,Diatom
Conestogo,cle,2017-07-11,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,29000,459.65,525,6.2,15850.1,Diatom
Conestogo,cle,2017-07-11,2,P5551,Cyclotella michiganiana Skvortzow,119049,2.27,2.3,4.6,19.1,Diatom
Conestogo,cle,2017-07-11,2,P6554,Rhodomonas minuta Skuja,238098,30.17,12,5.5,126.7,Cryptophyte
Conestogo,cle,2017-07-11,2,P6558,Cryptomonas erosa Ehrenberg,7000,12.21,25.5,14,1744.6,Cryptophyte
Conestogo,cle,2017-07-11,2,P6562,Cryptomonas reflexa (Marsson) Skuja,2000,1.33,19,10,663.2,Cryptophyte
Conestogo,cle,2017-07-11,2,P6568,Katablepharis ovalis Skuja,79366,4.94,9,4.4,62.2,Cryptophyte
Conestogo,cle,2017-07-11,2,P7632,Gymnodinium sp.,1000,7.79,24.6,24.6,7794.8,Dinoflagellate
Conestogo,cle,2017-07-11,2,P7640,Peridinium goslaviense Woloszynska,1000,33.51,40,40,33510.3,Dinoflagellate
Conestogo,cle,2017-07-11,2,P7644,Ceratium hirundenella (Muller) Schrank,12000,603.19,60,40,50265.5,Dinoflagellate
Conestogo,clw,2017-07-11,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,222000,613.74,220,4,2764.6,Cyanophyte
Conestogo,clw,2017-07-11,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,3000,10.95,0,0,3650,Cyanophyte
Conestogo,clw,2017-07-11,2,P1205,Heterocycts (Aphanizomenon flos-aquae),96000,5.32,6,4.2,55.4,Cyanophyte
Conestogo,clw,2017-07-11,2,P2112,Sphaerocystis schroeteri Chodat,79366,2.87,4.1,4.1,36.1,Chlorophyte
Conestogo,clw,2017-07-11,2,P2204,Ankyra judayi (G.M. Smith) Fott,555562,56.89,16.3,4,102.4,Chlorophyte
Conestogo,clw,2017-07-11,2,P4351,Small chrysophyceae,555562,7.11,2.9,2.9,12.8,Chrysophyte
Conestogo,clw,2017-07-11,2,P4352,Large chrysophyceae,198415,35.64,7,7,179.6,Chrysophyte
Conestogo,clw,2017-07-11,2,P4355,Chrysochromulina parva Lackey,39683,2.6,5,5,65.4,Chrysophyte
Conestogo,clw,2017-07-11,2,P4357,Chrysococcus sp.,595245,38.93,5,5,65.4,Chrysophyte
Conestogo,clw,2017-07-11,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,912709,31.21,6,3.3,34.2,Chrysophyte
Conestogo,clw,2017-07-11,2,P5509,Cyclotella ocellata Pant.,39683,3.42,3.8,7.6,86.2,Diatom
Conestogo,clw,2017-07-11,2,P5524,Asterionella formosa Hassall,118000,10.88,88,2,92.2,Diatom
Conestogo,clw,2017-07-11,2,P5530,Stephanodiscus niagarae Ehrenberg,10000,239.59,24.8,49.6,23959.3,Diatom
Conestogo,clw,2017-07-11,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,5000,76.26,296,8.1,15252.9,Diatom
Conestogo,clw,2017-07-11,2,P5551,Cyclotella michiganiana Skvortzow,119049,2.92,2.5,5,24.5,Diatom
Conestogo,clw,2017-07-11,2,P6554,Rhodomonas minuta Skuja,396830,51.87,10.4,6,130.7,Cryptophyte
Conestogo,clw,2017-07-11,2,P6558,Cryptomonas erosa Ehrenberg,5000,8.89,26,14,1778.8,Cryptophyte
Conestogo,clw,2017-07-11,2,P6568,Katablepharis ovalis Skuja,79366,3.29,7.7,4,41.4,Cryptophyte
Conestogo,clw,2017-07-11,2,P7639,Peridinium pusillum (Penard) Lemmermann,3000,11.47,19.4,19.4,3823,Dinoflagellate
Conestogo,clc,2017-07-14,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,29600,109.42,280,4.1,3696.7,Cyanophyte
Conestogo,clc,2017-07-14,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,1600,4.8,0,0,3000,Cyanophyte
Conestogo,clc,2017-07-14,2,P1205,Heterocycts (Aphanizomenon flos-aquae),10400,0.72,7.9,4.1,69.5,Cyanophyte
Conestogo,clc,2017-07-14,2,P2101,Carteria spp.,14368,0.72,6,4,50.3,Chlorophyte
Conestogo,clc,2017-07-14,2,P2105,Chlamydomonas spp.,28736,0.76,5.6,3,26.4,Chlorophyte
Conestogo,clc,2017-07-14,2,P2112,Sphaerocystis schroeteri Chodat,316096,5.44,3.2,3.2,17.2,Chlorophyte
Conestogo,clc,2017-07-14,2,P2121,Oocystis lacustris Chodat,28736,1.45,6,4,50.3,Chlorophyte
Conestogo,clc,2017-07-14,2,P2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,14368,0.27,21,1.5,18.6,Chlorophyte
Conestogo,clc,2017-07-14,2,P2178,Cosmarium sp.,400,0.56,20,20,1396.3,Chlorophyte
Conestogo,clc,2017-07-14,2,P2204,Ankyra judai (G.M. Smith) Fott,574720,71.67,18,4.2,124.7,Chlorophyte
Conestogo,clc,2017-07-14,2,P4351,Small chrysophyceae,359200,5.06,3,3,14.1,Chrysophyte
Conestogo,clc,2017-07-14,2,P4352,Large chrysophyceae,14368,2.58,7,7,179.6,Chrysophyte
Conestogo,clc,2017-07-14,2,P4357,Chrysococcus sp.,43104,1.67,4.2,4.2,38.8,Chrysophyte
Conestogo,clc,2017-07-14,2,P4398,Ochromonas globosa Skuja,28736,4.13,6.5,6.5,143.8,Chrysophyte
Conestogo,clc,2017-07-14,2,P4401,Uroglena volvox Ehrenberg,28736,3.25,6,6,113.1,Chrysophyte
Conestogo,clc,2017-07-14,2,P4401,Uroglena volvox Ehrenberg,400,30.6,0,0,76500,Chrysophyte
Conestogo,clc,2017-07-14,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,287360,7.04,5.2,3,24.5,Chrysophyte
Conestogo,clc,2017-07-14,2,P5508,Cyclotella pseudostelligera,57472,19.02,5.95,11.9,330.9,Diatom
Conestogo,clc,2017-07-14,2,P5515,Fragilaria crotonensis Kitton,4000,1.53,91.3,4,382.4,Diatom
Conestogo,clc,2017-07-14,2,P5524,Asterionella formosa Hassall,34800,2.92,80,2,83.8,Diatom
Conestogo,clc,2017-07-14,2,P5530,Stephanodiscus niagarae Ehrenberg,4400,62.2,20.8,41.6,14135.5,Diatom
Conestogo,clc,2017-07-14,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,4800,103.88,400,8.3,21642.4,Diatom
Conestogo,clc,2017-07-14,2,P6554,Rhodomonas minuta Skuja,114944,18.06,12.5,6,157.1,Cryptophyte
Conestogo,clc,2017-07-14,2,P6558,Cryptomonas erosa Ehrenberg,14000,25.1,26.2,14,1792.5,Cryptophyte
Conestogo,clc,2017-07-14,2,P6565,Cryptomonas rostratiformis Skuja,6000,20.37,38,16,3395.7,Cryptophyte
Conestogo,clc,2017-07-14,2,P6568,Katablepharis ovalis Skuja,28736,1.67,9,4.1,58,Cryptophyte
Conestogo,clc,2017-07-14,2,P7644,Ceratium hirundenella (Muller) Schrank,400,20.78,62,40,51941,Dinoflagellate
Conestogo,clc,2017-07-14,7,P1041,Aphanizomenon flos-aquae Ralfs and Born.,27600,90.18,260,4,3267.3,Cyanophyte
Conestogo,clc,2017-07-14,7,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,2000,6,0,0,3000,Cyanophyte
Conestogo,clc,2017-07-14,7,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,800,3.86,240,6.2,4830.5,Cyanophyte
Conestogo,clc,2017-07-14,7,P1204,Heterocycts (Anabaena flos-aquae),1200,0.16,6.3,6.3,130.9,Cyanophyte
Conestogo,clc,2017-07-14,7,P1205,Heterocycts (Aphanizomenon flos-aquae),7600,0.58,8.3,4.2,76.7,Cyanophyte
Conestogo,clc,2017-07-14,7,P2101,Carteria spp.,14368,0.76,6.3,4,52.8,Chlorophyte
Conestogo,clc,2017-07-14,7,P2113,Pediastrum duplex Meyen,400,1.07,0,0,2675,Chlorophyte
Conestogo,clc,2017-07-14,7,P2204,Ankyra judai (G.M. Smith) Fott,560352,73.74,19,4.2,131.6,Chlorophyte
Conestogo,clc,2017-07-14,7,P2255,Selenastrum copricornutum Printz,28736,2.36,7.1,4.7,82.1,Chlorophyte
Conestogo,clc,2017-07-14,7,P4351,Small chrysophyceae,818976,11.55,3,3,14.1,Chrysophyte
Conestogo,clc,2017-07-14,7,P4352,Large chrysophyceae,28736,5.16,7,7,179.6,Chrysophyte
Conestogo,clc,2017-07-14,7,P4355,Chrysochromulina parva Lackey,14368,0.94,5,5,65.4,Chrysophyte
Conestogo,clc,2017-07-14,7,P4398,Ochromonas globosa Skuja,215520,30.99,6.5,6.5,143.8,Chrysophyte
Conestogo,clc,2017-07-14,7,P4401,Uroglena volvox Ehrenberg,86208,9.75,6,6,113.1,Chrysophyte
Conestogo,clc,2017-07-14,7,P5507,Cyclotella stelligera Cleve and Grunow,400,0.63,10,20,1570.8,Diatom
Conestogo,clc,2017-07-14,7,P5508,Cyclotella pseudostelligera,14368,3.75,5.5,11,261.3,Diatom
Conestogo,clc,2017-07-14,7,P5515,Fragilaria crotonensis Kitton,7200,2.14,71,4,297.4,Diatom
Conestogo,clc,2017-07-14,7,P5524,Asterionella formosa Hassall,52400,4.5,82,2,85.9,Diatom
Conestogo,clc,2017-07-14,7,P5530,Stephanodiscus niagarae Ehrenberg,2000,31.22,21.5,43,15611.2,Diatom
Conestogo,clc,2017-07-14,7,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,4800,92.89,385,8,19352.2,Diatom
Conestogo,clc,2017-07-14,7,P5551,Cyclotella michiganiana Skvortzow,28736,0.55,2.3,4.6,19.1,Diatom
Conestogo,clc,2017-07-14,7,P6554,Rhodomonas minuta Skuja,143680,22.57,12.5,6,157.1,Cryptophyte
Conestogo,clc,2017-07-14,7,P6558,Cryptomonas erosa Ehrenberg,7600,13.83,26.6,14,1819.9,Cryptophyte
Conestogo,clc,2017-07-14,7,P6562,Cryptomonas reflexa (Marsson) Skuja,1200,0.8,19.1,10,666.7,Cryptophyte
Conestogo,clc,2017-07-14,7,P6565,Cryptomonas rostratiformis Skuja,5200,16.73,36,16,3217,Cryptophyte
Conestogo,clc,2017-07-14,7,P6568,Katablepharis ovalis Skuja,114944,7.45,9.4,4.2,64.8,Cryptophyte
Conestogo,clc,2017-07-14,7,P7644,Ceratium hirundenella (Muller) Schrank,3600,190,63,40,52778.8,Dinoflagellate
Conestogo,clc,2017-07-18,2,P1041,Aphanizomenon flos-aquae Ralfs and Born.,368800,1019.58,220,4,2764.6,Cyanophyte
Conestogo,clc,2017-07-18,2,P1075,Microcystis aeruginosa (Kutzing) Kutzing,400,2.04,0,0,5100,Cyanophyte
Conestogo,clc,2017-07-18,2,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,8400,31.08,0,0,3700,Cyanophyte
Conestogo,clc,2017-07-18,2,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,2800,12.6,231,6.1,4500.6,Cyanophyte
Conestogo,clc,2017-07-18,2,P1204,Heterocycts (Anabaena flos-aquae),3200,0.4,6.2,6.2,124.8,Cyanophyte
Conestogo,clc,2017-07-18,2,P1205,Heterocycts (Aphanizomenon flos-aquae),142400,11.15,8.9,4.1,78.3,Cyanophyte
Conestogo,clc,2017-07-18,2,P1210,Anabaena Akinetes,400,0.15,19,6.2,382.4,Cyanophyte
Conestogo,clc,2017-07-18,2,P1211,Aphanizomenon Akinetes,2400,0.84,42,4,351.9,Cyanophyte
Conestogo,clc,2017-07-18,2,P2113,Pediastrum duplex Meyen,1200,4.2,0,0,3500,Chlorophyte
Conestogo,clc,2017-07-18,2,P2121,Oocystis lacustris Chodat,43104,2.17,6,4,50.3,Chlorophyte
Conestogo,clc,2017-07-18,2,P2204,Ankyra judai (G.M. Smith) Fott,344832,19.52,15,3.1,56.6,Chlorophyte
Conestogo,clc,2017-07-18,2,P4351,Small chrysophyceae,301728,3.11,2.7,2.7,10.3,Chrysophyte
Conestogo,clc,2017-07-18,2,P4352,Large chrysophyceae,14368,2.58,7,7,179.6,Chrysophyte
Conestogo,clc,2017-07-18,2,P4355,Chrysochromulina parva Lackey,14368,0.94,5,5,65.4,Chrysophyte
Conestogo,clc,2017-07-18,2,P4398,Ochromonas globosa Skuja,272992,37.48,6.4,6.4,137.3,Chrysophyte
Conestogo,clc,2017-07-18,2,P4418,Salpingoeca frequentissima (Zach.) Lemmermann,100576,2.46,5.2,3,24.5,Chrysophyte
Conestogo,clc,2017-07-18,2,P5508,Cyclotella pseudostelligera,14368,4.88,6,12,339.3,Diatom
Conestogo,clc,2017-07-18,2,P5515,Fragilaria crotonensis Kitton,3600,1.09,72,4,301.6,Diatom
Conestogo,clc,2017-07-18,2,P5524,Asterionella formosa Hassall,30400,2.58,81,2,84.8,Diatom
Conestogo,clc,2017-07-18,2,P5530,Stephanodiscus niagarae Ehrenberg,1200,22.34,22.8,45.6,18617.6,Diatom
Conestogo,clc,2017-07-18,2,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,2000,40.14,380,8.2,20067.9,Diatom
Conestogo,clc,2017-07-18,2,P6554,Rhodomonas minuta Skuja,100576,15.8,12.5,6,157.1,Cryptophyte
Conestogo,clc,2017-07-18,2,P6565,Cryptomonas rostratiformis Skuja,400,1.22,34,16,3038.3,Cryptophyte
Conestogo,clc,2017-07-18,2,P7644,Ceratium hirundenella (Muller) Schrank,6000,321.7,64,40,53616.5,Dinoflagellate
Conestogo,clc,2017-07-18,7,P1041,Aphanizomenon flos-aquae Ralfs and Born.,12000,36.19,240,4,3015.9,Cyanophyte
Conestogo,clc,2017-07-18,7,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,800,2.48,0,0,3100,Cyanophyte
Conestogo,clc,2017-07-18,7,P1205,Heterocycts (Aphanizomenon flos-aquae),4400,0.29,7.6,4.1,66.9,Cyanophyte
Conestogo,clc,2017-07-18,7,P1211,Aphanizomenon Akinetes,2000,0.59,35.3,4,295.7,Cyanophyte
Conestogo,clc,2017-07-18,7,P2101,Carteria spp.,57472,3.03,6.3,4,52.8,Chlorophyte
Conestogo,clc,2017-07-18,7,P2101,Carteria spp.,14368,15.05,12.6,12.6,1047.4,Chlorophyte
Conestogo,clc,2017-07-18,7,P2112,Sphaerocystis schroeteri Chodat,57472,0.9,3.1,3.1,15.6,Chlorophyte
Conestogo,clc,2017-07-18,7,P2121,Oocystis lacustris Chodat,28736,0.77,5.7,3,26.9,Chlorophyte
Conestogo,clc,2017-07-18,7,P2204,Ankyra judai (G.M. Smith) Fott,143680,7.92,14.6,3.1,55.1,Chlorophyte
Conestogo,clc,2017-07-18,7,P4351,Small chrysophyceae,488512,6.89,3,3,14.1,Chrysophyte
